,support,itemsets
479,0.01834862385321101,"frozenset({41, 20})"
480,0.012844036697247707,"frozenset({42, 20})"
481,0.014678899082568808,"frozenset({43, 20})"
482,0.01651376146788991,"frozenset({20, 44})"
483,0.014678899082568808,"frozenset({20, 45})"
484,0.01651376146788991,"frozenset({20, 46})"
485,0.01834862385321101,"frozenset({20, 47})"
486,0.011009174311926606,"frozenset({48, 20})"
487,0.012844036697247707,"frozenset({49, 20})"
488,0.011009174311926606,"frozenset({20, 54})"
489,0.014678899082568808,"frozenset({57, 20})"
490,0.014678899082568808,"frozenset({59, 20})"
491,0.012844036697247707,"frozenset({20, 60})"
492,0.011009174311926606,"frozenset({20, 62})"
493,0.011009174311926606,"frozenset({66, 20})"
494,0.012844036697247707,"frozenset({20, 69})"
495,0.02018348623853211,"frozenset({73, 20})"
496,0.012844036697247707,"frozenset({74, 20})"
497,0.011009174311926606,"frozenset({25, 21})"
498,0.012844036697247707,"frozenset({28, 21})"
499,0.012844036697247707,"frozenset({32, 21})"
500,0.01834862385321101,"frozenset({40, 21})"
501,0.012844036697247707,"frozenset({21, 54})"
502,0.011009174311926606,"frozenset({21, 62})"
503,0.012844036697247707,"frozenset({21, 70})"
504,0.012844036697247707,"frozenset({22, 23})"
505,0.011009174311926606,"frozenset({24, 22})"
506,0.011009174311926606,"frozenset({29, 22})"
507,0.011009174311926606,"frozenset({22, 30})"
508,0.01651376146788991,"frozenset({38, 22})"
509,0.012844036697247707,"frozenset({22, 55})"
510,0.011009174311926606,"frozenset({65, 22})"
511,0.01651376146788991,"frozenset({22, 71})"
512,0.01834862385321101,"frozenset({74, 22})"
513,0.012844036697247707,"frozenset({24, 23})"
514,0.012844036697247707,"frozenset({25, 23})"
515,0.01651376146788991,"frozenset({30, 23})"
516,0.012844036697247707,"frozenset({32, 23})"
517,0.011009174311926606,"frozenset({36, 23})"
518,0.02018348623853211,"frozenset({38, 23})"
519,0.012844036697247707,"frozenset({51, 23})"
520,0.011009174311926606,"frozenset({54, 23})"
521,0.012844036697247707,"frozenset({23, 55})"
522,0.011009174311926606,"frozenset({58, 23})"
523,0.012844036697247707,"frozenset({61, 23})"
524,0.012844036697247707,"frozenset({65, 23})"
525,0.014678899082568808,"frozenset({67, 23})"
526,0.022018348623853212,"frozenset({23, 71})"
527,0.014678899082568808,"frozenset({72, 23})"
528,0.011009174311926606,"frozenset({73, 23})"
529,0.014678899082568808,"frozenset({24, 29})"
530,0.014678899082568808,"frozenset({24, 30})"
531,0.011009174311926606,"frozenset({24, 32})"
532,0.022018348623853212,"frozenset({24, 36})"
533,0.011009174311926606,"frozenset({24, 38})"
534,0.012844036697247707,"frozenset({24, 39})"
535,0.014678899082568808,"frozenset({24, 51})"
536,0.014678899082568808,"frozenset({24, 55})"
537,0.012844036697247707,"frozenset({24, 56})"
538,0.011009174311926606,"frozenset({24, 61})"
539,0.01834862385321101,"frozenset({24, 64})"
540,0.01834862385321101,"frozenset({24, 66})"
541,0.02018348623853211,"frozenset({24, 67})"
542,0.025688073394495414,"frozenset({24, 71})"
543,0.012844036697247707,"frozenset({24, 72})"
544,0.01651376146788991,"frozenset({24, 74})"
545,0.012844036697247707,"frozenset({25, 33})"
546,0.011009174311926606,"frozenset({25, 34})"
547,0.011009174311926606,"frozenset({25, 45})"
548,0.01834862385321101,"frozenset({25, 46})"
549,0.012844036697247707,"frozenset({25, 47})"
550,0.012844036697247707,"frozenset({25, 52})"
551,0.022018348623853212,"frozenset({25, 54})"
552,0.011009174311926606,"frozenset({25, 58})"
553,0.011009174311926606,"frozenset({25, 62})"
554,0.01834862385321101,"frozenset({25, 63})"
555,0.014678899082568808,"frozenset({25, 69})"
556,0.012844036697247707,"frozenset({25, 70})"
557,0.011009174311926606,"frozenset({33, 26})"
558,0.011009174311926606,"frozenset({26, 37})"
559,0.012844036697247707,"frozenset({26, 42})"
560,0.011009174311926606,"frozenset({26, 43})"
561,0.011009174311926606,"frozenset({26, 44})"
562,0.011009174311926606,"frozenset({26, 47})"
563,0.014678899082568808,"frozenset({48, 26})"
564,0.012844036697247707,"frozenset({49, 26})"
565,0.014678899082568808,"frozenset({26, 53})"
566,0.014678899082568808,"frozenset({57, 26})"
567,0.011009174311926606,"frozenset({26, 59})"
568,0.011009174311926606,"frozenset({26, 63})"
569,0.011009174311926606,"frozenset({26, 68})"
570,0.01834862385321101,"frozenset({27, 31})"
571,0.012844036697247707,"frozenset({33, 27})"
572,0.011009174311926606,"frozenset({27, 37})"
573,0.014678899082568808,"frozenset({41, 27})"
574,0.012844036697247707,"frozenset({42, 27})"
575,0.014678899082568808,"frozenset({27, 43})"
576,0.014678899082568808,"frozenset({27, 44})"
577,0.014678899082568808,"frozenset({27, 45})"
578,0.01651376146788991,"frozenset({27, 46})"
579,0.011009174311926606,"frozenset({27, 54})"
580,0.014678899082568808,"frozenset({73, 27})"
581,0.012844036697247707,"frozenset({28, 30})"
582,0.01651376146788991,"frozenset({33, 28})"
583,0.01651376146788991,"frozenset({28, 53})"
584,0.012844036697247707,"frozenset({28, 54})"
585,0.012844036697247707,"frozenset({58, 28})"
586,0.022018348623853212,"frozenset({28, 62})"
587,0.011009174311926606,"frozenset({66, 28})"
588,0.012844036697247707,"frozenset({28, 70})"
589,0.012844036697247707,"frozenset({29, 30})"
590,0.014678899082568808,"frozenset({36, 29})"
591,0.011009174311926606,"frozenset({40, 29})"
592,0.014678899082568808,"frozenset({50, 29})"
593,0.02018348623853211,"frozenset({51, 29})"
594,0.012844036697247707,"frozenset({58, 29})"
595,0.01651376146788991,"frozenset({67, 29})"
596,0.012844036697247707,"frozenset({29, 71})"
597,0.012844036697247707,"frozenset({74, 29})"
598,0.014678899082568808,"frozenset({32, 30})"
599,0.012844036697247707,"frozenset({36, 30})"
600,0.014678899082568808,"frozenset({38, 30})"
601,0.011009174311926606,"frozenset({30, 39})"
602,0.011009174311926606,"frozenset({40, 30})"
603,0.01651376146788991,"frozenset({50, 30})"
604,0.011009174311926606,"frozenset({51, 30})"
605,0.022018348623853212,"frozenset({30, 55})"
606,0.01651376146788991,"frozenset({56, 30})"
607,0.01651376146788991,"frozenset({58, 30})"
608,0.014678899082568808,"frozenset({61, 30})"
609,0.011009174311926606,"frozenset({64, 30})"
610,0.01651376146788991,"frozenset({65, 30})"
611,0.025688073394495414,"frozenset({67, 30})"
612,0.027522935779816515,"frozenset({30, 71})"
613,0.012844036697247707,"frozenset({72, 30})"
614,0.01834862385321101,"frozenset({74, 30})"
615,0.012844036697247707,"frozenset({33, 31})"
616,0.012844036697247707,"frozenset({34, 31})"
617,0.011009174311926606,"frozenset({35, 31})"
618,0.011009174311926606,"frozenset({37, 31})"
619,0.01651376146788991,"frozenset({41, 31})"
620,0.022018348623853212,"frozenset({42, 31})"
621,0.014678899082568808,"frozenset({43, 31})"
622,0.014678899082568808,"frozenset({44, 31})"
623,0.011009174311926606,"frozenset({45, 31})"
624,0.02018348623853211,"frozenset({31, 47})"
625,0.011009174311926606,"frozenset({48, 31})"
626,0.012844036697247707,"frozenset({49, 31})"
627,0.012844036697247707,"frozenset({52, 31})"
628,0.012844036697247707,"frozenset({53, 31})"
629,0.011009174311926606,"frozenset({57, 31})"
630,0.011009174311926606,"frozenset({58, 31})"
631,0.011009174311926606,"frozenset({59, 31})"
632,0.012844036697247707,"frozenset({60, 31})"
633,0.011009174311926606,"frozenset({62, 31})"
634,0.01651376146788991,"frozenset({31, 63})"
635,0.011009174311926606,"frozenset({69, 31})"
636,0.011009174311926606,"frozenset({73, 31})"
637,0.011009174311926606,"frozenset({75, 31})"
638,0.012844036697247707,"frozenset({32, 36})"
639,0.01651376146788991,"frozenset({32, 38})"
640,0.01834862385321101,"frozenset({32, 40})"
641,0.011009174311926606,"frozenset({32, 50})"
642,0.011009174311926606,"frozenset({32, 56})"
643,0.02018348623853211,"frozenset({32, 61})"
644,0.011009174311926606,"frozenset({32, 62})"
645,0.012844036697247707,"frozenset({32, 65})"
646,0.02018348623853211,"frozenset({32, 71})"
647,0.01651376146788991,"frozenset({32, 72})"
648,0.011009174311926606,"frozenset({32, 74})"
649,0.02018348623853211,"frozenset({33, 34})"
650,0.011009174311926606,"frozenset({33, 37})"
651,0.012844036697247707,"frozenset({33, 39})"
652,0.012844036697247707,"frozenset({33, 44})"
653,0.011009174311926606,"frozenset({33, 46})"
654,0.011009174311926606,"frozenset({33, 47})"
655,0.011009174311926606,"frozenset({48, 33})"
656,0.014678899082568808,"frozenset({33, 53})"
657,0.012844036697247707,"frozenset({33, 54})"
658,0.014678899082568808,"frozenset({33, 60})"
659,0.01651376146788991,"frozenset({33, 63})"
660,0.012844036697247707,"frozenset({33, 68})"
661,0.02018348623853211,"frozenset({33, 69})"
662,0.014678899082568808,"frozenset({33, 70})"
663,0.014678899082568808,"frozenset({73, 33})"
664,0.01834862385321101,"frozenset({34, 35})"
665,0.012844036697247707,"frozenset({34, 39})"
666,0.014678899082568808,"frozenset({41, 34})"
667,0.01651376146788991,"frozenset({34, 42})"
668,0.022018348623853212,"frozenset({34, 43})"
669,0.01651376146788991,"frozenset({34, 44})"
670,0.014678899082568808,"frozenset({34, 45})"
671,0.01651376146788991,"frozenset({34, 46})"
672,0.012844036697247707,"frozenset({34, 47})"
673,0.01651376146788991,"frozenset({48, 34})"
674,0.012844036697247707,"frozenset({49, 34})"
675,0.014678899082568808,"frozenset({34, 52})"
676,0.011009174311926606,"frozenset({34, 53})"
677,0.011009174311926606,"frozenset({34, 54})"
678,0.014678899082568808,"frozenset({57, 34})"
679,0.012844036697247707,"frozenset({34, 62})"
680,0.01651376146788991,"frozenset({34, 63})"
681,0.011009174311926606,"frozenset({34, 68})"
682,0.01651376146788991,"frozenset({35, 37})"
683,0.012844036697247707,"frozenset({42, 35})"
684,0.011009174311926606,"frozenset({35, 43})"
685,0.012844036697247707,"frozenset({35, 44})"
686,0.011009174311926606,"frozenset({35, 45})"
687,0.022018348623853212,"frozenset({35, 46})"
688,0.01834862385321101,"frozenset({35, 47})"
689,0.012844036697247707,"frozenset({48, 35})"
690,0.011009174311926606,"frozenset({35, 52})"
691,0.014678899082568808,"frozenset({35, 54})"
692,0.01834862385321101,"frozenset({57, 35})"
693,0.011009174311926606,"frozenset({35, 59})"
694,0.011009174311926606,"frozenset({35, 60})"
695,0.022018348623853212,"frozenset({35, 62})"
696,0.014678899082568808,"frozenset({35, 63})"
697,0.01651376146788991,"frozenset({35, 68})"
698,0.014678899082568808,"frozenset({35, 69})"
699,0.014678899082568808,"frozenset({73, 35})"
700,0.012844036697247707,"frozenset({35, 75})"
701,0.014678899082568808,"frozenset({36, 38})"
702,0.011009174311926606,"frozenset({40, 36})"
703,0.011009174311926606,"frozenset({36, 47})"
704,0.014678899082568808,"frozenset({50, 36})"
705,0.012844036697247707,"frozenset({51, 36})"
706,0.01834862385321101,"frozenset({36, 61})"
707,0.011009174311926606,"frozenset({64, 36})"
708,0.011009174311926606,"frozenset({65, 36})"
709,0.02018348623853211,"frozenset({66, 36})"
710,0.012844036697247707,"frozenset({67, 36})"
711,0.01834862385321101,"frozenset({36, 71})"
712,0.011009174311926606,"frozenset({74, 36})"
713,0.014678899082568808,"frozenset({41, 37})"
714,0.011009174311926606,"frozenset({43, 37})"
715,0.014678899082568808,"frozenset({44, 37})"
716,0.014678899082568808,"frozenset({37, 45})"
717,0.014678899082568808,"frozenset({48, 37})"
718,0.012844036697247707,"frozenset({49, 37})"
719,0.011009174311926606,"frozenset({37, 53})"
720,0.014678899082568808,"frozenset({59, 37})"
721,0.012844036697247707,"frozenset({60, 37})"
722,0.012844036697247707,"frozenset({37, 63})"
723,0.011009174311926606,"frozenset({68, 37})"
724,0.012844036697247707,"frozenset({37, 69})"
725,0.01834862385321101,"frozenset({73, 37})"
726,0.014678899082568808,"frozenset({75, 37})"
727,0.023853211009174313,"frozenset({50, 38})"
728,0.014678899082568808,"frozenset({51, 38})"
729,0.01651376146788991,"frozenset({38, 55})"
730,0.02018348623853211,"frozenset({56, 38})"
731,0.01651376146788991,"frozenset({61, 38})"
732,0.014678899082568808,"frozenset({65, 38})"
733,0.011009174311926606,"frozenset({66, 38})"
734,0.014678899082568808,"frozenset({67, 38})"
735,0.022018348623853212,"frozenset({38, 71})"
736,0.02018348623853211,"frozenset({72, 38})"
737,0.012844036697247707,"frozenset({74, 38})"
738,0.012844036697247707,"frozenset({40, 39})"
739,0.011009174311926606,"frozenset({44, 39})"
740,0.014678899082568808,"frozenset({64, 39})"
741,0.011009174311926606,"frozenset({40, 46})"
742,0.012844036697247707,"frozenset({40, 51})"
743,0.014678899082568808,"frozenset({40, 54})"
744,0.014678899082568808,"frozenset({40, 62})"
745,0.011009174311926606,"frozenset({40, 71})"
746,0.011009174311926606,"frozenset({41, 42})"
747,0.022018348623853212,"frozenset({41, 43})"
748,0.014678899082568808,"frozenset({41, 44})"
749,0.011009174311926606,"frozenset({41, 45})"
750,0.014678899082568808,"frozenset({41, 46})"
751,0.012844036697247707,"frozenset({41, 47})"
752,0.011009174311926606,"frozenset({48, 41})"
753,0.012844036697247707,"frozenset({41, 52})"
754,0.012844036697247707,"frozenset({41, 53})"
755,0.011009174311926606,"frozenset({41, 59})"
756,0.014678899082568808,"frozenset({41, 60})"
757,0.011009174311926606,"frozenset({41, 69})"
758,0.01834862385321101,"frozenset({41, 75})"
759,0.011009174311926606,"frozenset({42, 43})"
760,0.023853211009174313,"frozenset({42, 44})"
761,0.01651376146788991,"frozenset({42, 45})"
762,0.014678899082568808,"frozenset({42, 46})"
763,0.014678899082568808,"frozenset({42, 47})"
764,0.01834862385321101,"frozenset({48, 42})"
765,0.014678899082568808,"frozenset({49, 42})"
766,0.01651376146788991,"frozenset({42, 54})"
767,0.02018348623853211,"frozenset({57, 42})"
768,0.014678899082568808,"frozenset({42, 59})"
769,0.01651376146788991,"frozenset({42, 63})"
770,0.011009174311926606,"frozenset({42, 69})"
771,0.012844036697247707,"frozenset({73, 42})"
772,0.011009174311926606,"frozenset({42, 75})"
773,0.011009174311926606,"frozenset({43, 44})"
774,0.014678899082568808,"frozenset({43, 45})"
775,0.014678899082568808,"frozenset({43, 46})"
776,0.011009174311926606,"frozenset({43, 47})"
777,0.012844036697247707,"frozenset({48, 43})"
778,0.011009174311926606,"frozenset({43, 52})"
779,0.012844036697247707,"frozenset({57, 43})"
780,0.011009174311926606,"frozenset({43, 59})"
781,0.011009174311926606,"frozenset({43, 62})"
782,0.011009174311926606,"frozenset({44, 45})"
783,0.025688073394495414,"frozenset({44, 46})"
784,0.01651376146788991,"frozenset({48, 44})"
785,0.012844036697247707,"frozenset({49, 44})"
786,0.011009174311926606,"frozenset({44, 52})"
787,0.014678899082568808,"frozenset({44, 53})"
788,0.022018348623853212,"frozenset({44, 54})"
789,0.02018348623853211,"frozenset({57, 44})"
790,0.014678899082568808,"frozenset({59, 44})"
791,0.012844036697247707,"frozenset({44, 60})"
792,0.02018348623853211,"frozenset({44, 63})"
793,0.011009174311926606,"frozenset({73, 44})"
794,0.014678899082568808,"frozenset({75, 44})"
795,0.014678899082568808,"frozenset({45, 46})"
796,0.014678899082568808,"frozenset({45, 47})"
797,0.01651376146788991,"frozenset({48, 45})"
798,0.012844036697247707,"frozenset({45, 54})"
799,0.02018348623853211,"frozenset({57, 45})"
800,0.014678899082568808,"frozenset({59, 45})"
801,0.012844036697247707,"frozenset({68, 45})"
802,0.014678899082568808,"frozenset({73, 45})"
803,0.012844036697247707,"frozenset({46, 47})"
804,0.01834862385321101,"frozenset({48, 46})"
805,0.014678899082568808,"frozenset({49, 46})"
806,0.014678899082568808,"frozenset({52, 46})"
807,0.023853211009174313,"frozenset({46, 54})"
808,0.01834862385321101,"frozenset({57, 46})"
809,0.012844036697247707,"frozenset({59, 46})"
810,0.012844036697247707,"frozenset({60, 46})"
811,0.012844036697247707,"frozenset({46, 62})"
812,0.02018348623853211,"frozenset({46, 63})"
813,0.011009174311926606,"frozenset({73, 46})"
814,0.01651376146788991,"frozenset({75, 46})"
815,0.012844036697247707,"frozenset({48, 47})"
816,0.011009174311926606,"frozenset({49, 47})"
817,0.011009174311926606,"frozenset({52, 47})"
818,0.012844036697247707,"frozenset({53, 47})"
819,0.01834862385321101,"frozenset({57, 47})"
820,0.012844036697247707,"frozenset({59, 47})"
821,0.014678899082568808,"frozenset({60, 47})"
822,0.011009174311926606,"frozenset({62, 47})"
823,0.01651376146788991,"frozenset({68, 47})"
824,0.01651376146788991,"frozenset({69, 47})"
825,0.012844036697247707,"frozenset({73, 47})"
826,0.01834862385321101,"frozenset({48, 49})"
827,0.011009174311926606,"frozenset({48, 52})"
828,0.01651376146788991,"frozenset({48, 53})"
829,0.014678899082568808,"frozenset({48, 54})"
830,0.012844036697247707,"frozenset({48, 57})"
831,0.022018348623853212,"frozenset({48, 59})"
832,0.011009174311926606,"frozenset({48, 63})"
833,0.012844036697247707,"frozenset({48, 69})"
834,0.012844036697247707,"frozenset({48, 73})"
835,0.012844036697247707,"frozenset({48, 75})"
836,0.01651376146788991,"frozenset({49, 53})"
837,0.011009174311926606,"frozenset({49, 57})"
838,0.01651376146788991,"frozenset({49, 59})"
839,0.012844036697247707,"frozenset({49, 69})"
840,0.011009174311926606,"frozenset({50, 51})"
841,0.011009174311926606,"frozenset({50, 55})"
842,0.02018348623853211,"frozenset({56, 50})"
843,0.012844036697247707,"frozenset({50, 61})"
844,0.011009174311926606,"frozenset({65, 50})"
845,0.01651376146788991,"frozenset({50, 67})"
846,0.011009174311926606,"frozenset({50, 71})"
847,0.022018348623853212,"frozenset({51, 55})"
848,0.011009174311926606,"frozenset({56, 51})"
849,0.012844036697247707,"frozenset({58, 51})"
850,0.012844036697247707,"frozenset({51, 61})"
851,0.01834862385321101,"frozenset({51, 67})"
852,0.011009174311926606,"frozenset({51, 71})"
853,0.01651376146788991,"frozenset({72, 51})"
854,0.012844036697247707,"frozenset({52, 53})"
855,0.014678899082568808,"frozenset({52, 54})"
856,0.014678899082568808,"frozenset({52, 60})"
857,0.012844036697247707,"frozenset({52, 62})"
858,0.012844036697247707,"frozenset({66, 52})"
859,0.012844036697247707,"frozenset({52, 68})"
860,0.011009174311926606,"frozenset({52, 69})"
861,0.011009174311926606,"frozenset({73, 52})"
862,0.012844036697247707,"frozenset({53, 54})"
863,0.011009174311926606,"frozenset({53, 62})"
864,0.012844036697247707,"frozenset({53, 63})"
865,0.01651376146788991,"frozenset({53, 69})"
866,0.012844036697247707,"frozenset({57, 54})"
867,0.014678899082568808,"frozenset({59, 54})"
868,0.022018348623853212,"frozenset({54, 62})"
869,0.01834862385321101,"frozenset({54, 63})"
870,0.01834862385321101,"frozenset({69, 54})"
871,0.012844036697247707,"frozenset({56, 55})"
872,0.011009174311926606,"frozenset({58, 55})"
873,0.012844036697247707,"frozenset({61, 55})"
874,0.01834862385321101,"frozenset({67, 55})"
875,0.01834862385321101,"frozenset({55, 71})"
876,0.012844036697247707,"frozenset({72, 55})"
877,0.014678899082568808,"frozenset({74, 55})"
878,0.012844036697247707,"frozenset({56, 65})"
879,0.01834862385321101,"frozenset({56, 67})"
880,0.025688073394495414,"frozenset({56, 71})"
881,0.011009174311926606,"frozenset({56, 74})"
882,0.01834862385321101,"frozenset({57, 59})"
883,0.011009174311926606,"frozenset({57, 60})"
884,0.01834862385321101,"frozenset({57, 63})"
885,0.011009174311926606,"frozenset({73, 57})"
886,0.011009174311926606,"frozenset({58, 62})"
887,0.011009174311926606,"frozenset({58, 63})"
888,0.012844036697247707,"frozenset({58, 67})"
889,0.012844036697247707,"frozenset({58, 71})"
890,0.02018348623853211,"frozenset({72, 58})"
891,0.014678899082568808,"frozenset({59, 62})"
892,0.014678899082568808,"frozenset({59, 69})"
893,0.011009174311926606,"frozenset({73, 59})"
894,0.011009174311926606,"frozenset({60, 63})"
895,0.014678899082568808,"frozenset({60, 68})"
896,0.012844036697247707,"frozenset({60, 69})"
897,0.012844036697247707,"frozenset({73, 60})"
898,0.011009174311926606,"frozenset({75, 60})"
899,0.01834862385321101,"frozenset({65, 61})"
900,0.011009174311926606,"frozenset({67, 61})"
901,0.014678899082568808,"frozenset({61, 71})"
902,0.012844036697247707,"frozenset({74, 61})"
903,0.02018348623853211,"frozenset({62, 63})"
904,0.011009174311926606,"frozenset({69, 62})"
905,0.01651376146788991,"frozenset({62, 70})"
906,0.011009174311926606,"frozenset({73, 62})"
907,0.01651376146788991,"frozenset({69, 63})"
908,0.012844036697247707,"frozenset({75, 63})"
909,0.011009174311926606,"frozenset({64, 72})"
910,0.01834862385321101,"frozenset({65, 67})"
911,0.01834862385321101,"frozenset({65, 71})"
912,0.014678899082568808,"frozenset({65, 74})"
913,0.011009174311926606,"frozenset({66, 67})"
914,0.01834862385321101,"frozenset({66, 71})"
915,0.01651376146788991,"frozenset({72, 66})"
916,0.022018348623853212,"frozenset({67, 71})"
917,0.01651376146788991,"frozenset({72, 67})"
918,0.012844036697247707,"frozenset({74, 67})"
919,0.011009174311926606,"frozenset({68, 70})"
920,0.01651376146788991,"frozenset({73, 69})"
921,0.011009174311926606,"frozenset({75, 70})"
922,0.02018348623853211,"frozenset({72, 71})"
923,0.022018348623853212,"frozenset({74, 71})"
924,0.011009174311926606,"frozenset({0, 50, 56})"
925,0.011009174311926606,"frozenset({18, 3, 30})"
926,0.011009174311926606,"frozenset({4, 5, 71})"
927,0.012844036697247707,"frozenset({4, 30, 71})"
928,0.011009174311926606,"frozenset({5, 30, 71})"
929,0.011009174311926606,"frozenset({20, 12, 37})"
930,0.012844036697247707,"frozenset({18, 19, 30})"
931,0.011009174311926606,"frozenset({18, 19, 61})"
932,0.012844036697247707,"frozenset({18, 19, 71})"
933,0.01834862385321101,"frozenset({18, 67, 30})"
934,0.012844036697247707,"frozenset({18, 30, 71})"
935,0.012844036697247707,"frozenset({18, 74, 30})"
936,0.011009174311926606,"frozenset({18, 67, 50})"
937,0.011009174311926606,"frozenset({74, 19, 30})"
938,0.011009174311926606,"frozenset({24, 67, 71})"
939,0.014678899082568808,"frozenset({57, 42, 44})"
